nexo_id	name	definition	comment
5806	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.94965045649142 density:0.166666666666667 bootstrap:0.89454617 cc_score:0.0 bp_score:0.0 mf_score:0.0
6134	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.86057040360997 density:0.666666666666667 bootstrap:0.745724174 cc_score:0.0 bp_score:0.0 mf_score:0.0
5124	CC:  | BP:  | MF:potassium:hydrogen antiporter activity	CC_def:  | BP_def:  | MF_def:Catalysis of the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: K+(in) + H+(out) = K+(out) + H+(in).	robustness:0 density:0 bootstrap:0.88214267 cc_score:0.0 bp_score:0.0381766 mf_score:0.178727
6741	CC:  | BP:  | MF:oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	CC_def:  | BP_def:  | MF_def:Catalysis of an oxidation-reduction (redox) reaction in which an aldehyde or ketone (oxo) group acts as a hydrogen or electron donor and reduces NAD or NADP.	robustness:4.91186558436433 density:0.117647058823529 bootstrap:0.48425359 cc_score:0.0 bp_score:0.068948 mf_score:0.125372
9963	CC: Golgi membrane | BP:  | MF:	CC_def: The lipid bilayer surrounding any of the compartments of the Golgi apparatus. | BP_def:  | MF_def:	robustness:19.4409664547909 density:0.371764705882353 bootstrap:0.515438408 cc_score:0.108409 bp_score:0.0961128 mf_score:0.0285744
8431	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.331267294 cc_score:0.0 bp_score:0.0 mf_score:0.0
5693	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.87671684 cc_score:0.0 bp_score:0.0 mf_score:0.0
8792	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.33199778433476 density:0.0366666666666667 bootstrap:0.247570962 cc_score:0.0 bp_score:0.0198965 mf_score:0.032735
9588	CC:  | BP: actin cortical patch assembly | MF:	CC_def:  | BP_def: Assembly of an actin cortical patch, a discrete actin-containing structure found at the plasma membrane of fungal cells. | MF_def:	robustness:4.58098510021968 density:0.272727272727273 bootstrap:0.290329689 cc_score:0.0 bp_score:0.234213 mf_score:0.0
8423	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.87679600835691 density:0.075 bootstrap:0.336734869 cc_score:0.0 bp_score:0.0135689 mf_score:0.0
9571	CC:  | BP: DNA damage induced protein phosphorylation | MF:histone phosphorylation	CC_def:  | BP_def: The widespread phosphorylation of various molecules, triggering many downstream processes, that occurs in response to the detection of DNA damage. | MF_def:The modification of histones by addition of phosphate groups.	robustness:4.68710434620091 density:1 bootstrap:0.60669974 cc_score:0.0 bp_score:0.438423 mf_score:0.350421
7510	CC:  | BP: CDP-diacylglycerol metabolic process | MF:CDP-diacylglycerol-serine O-phosphatidyltransferase activity	CC_def:  | BP_def: The chemical reactions and pathways involving CDP-diacylglycerol, CDP-1,2-diacylglycerol, a substance composed of diacylglycerol in glycosidic linkage with cytidine diphosphate. It is a common intermediate in phospholipid biosynthesis. | MF_def:Catalysis of the reaction: CDP-diacylglycerol + L-serine = CMP + O-sn-phosphatidyl-L-serine.	robustness:3.78151096559936 density:1 bootstrap:0.78982142 cc_score:0.0921166 bp_score:0.294665 mf_score:0.298381
5391	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.88128955 cc_score:0.0 bp_score:0.0 mf_score:0.0
8550	CC:  | BP: positive regulation of transcription from RNA polymerase II promoter by galactose | MF:	CC_def:  | BP_def: Any process involving galactose that activates or increases the rate of transcription from an RNA polymerase II promoter. | MF_def:	robustness:3.55057552837267 density:1 bootstrap:0.69629887 cc_score:0.0 bp_score:0.357851 mf_score:0.0
9713	CC:  | BP: positive regulation of meiotic cell cycle | MF:protein tyrosine/serine/threonine phosphatase activity	CC_def:  | BP_def: Any process that activates or increases the frequency, rate or extent of progression through the meiotic cell cycle. | MF_def:Catalysis of the reactions: protein serine + H2O = protein serine + phosphate; protein threonine phosphate + H2O = protein threonine + phosphate; and protein tyrosine phosphate + H2O = protein tyrosine + phosphate.	robustness:0 density:0 bootstrap:0.58680612 cc_score:0.0 bp_score:0.442374 mf_score:0.12354
9900	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:4.92933110395835 density:0.0218412698412698 bootstrap:0.104546557 cc_score:0.0 bp_score:0.0652366 mf_score:0.0467373
8636	CC:  | BP:  | MF:4-hydroxybenzoate nonaprenyltransferase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: p-hydroxybenzoate + solanesyl pyrophosphate = nonaprenyl-4-hydroxybenzoate + diphosphate.	robustness:1.57630851510416 density:0.333333333333333 bootstrap:0.50310833 cc_score:0.0 bp_score:0.0 mf_score:0.270897
5099	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.877458912 cc_score:0.0 bp_score:0.0 mf_score:0.0
8128	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.67345234659959 density:0.111111111111111 bootstrap:0.2118688 cc_score:0.0 bp_score:0.0 mf_score:0.0
5219	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.81203442 cc_score:0.0 bp_score:0.0190882 mf_score:0.0
6950	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.86009955574684 density:0.333333333333333 bootstrap:0.70056985 cc_score:0.0 bp_score:0.0 mf_score:0.0
9139	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.85116526992942 density:0.833333333333333 bootstrap:0.286382318 cc_score:0.0 bp_score:0.0 mf_score:0.0
8407	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:3.85012457486198 density:0.666666666666667 bootstrap:0.69152066 cc_score:0.0 bp_score:0.0470702 mf_score:0.0574889
7775	CC:  | BP: conversion of methionyl-tRNA to N-formyl-methionyl-tRNA | MF:methionyl-tRNA formyltransferase activity	CC_def:  | BP_def: The modification process that results in the conversion of methionine charged on a tRNA(fMet) to N-formyl-methionine-tRNA(fMet). | MF_def:Catalysis of the reaction: 10-formyltetrahydrofolate + L-methionyl-tRNA + H2O = tetrahydrofolate + N-formylmethionyl-tRNA.	robustness:2.10855644308147 density:1 bootstrap:0.73670278 cc_score:0.0 bp_score:0.448887 mf_score:0.29484
6142	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:7.54588723894087 density:0.642857142857143 bootstrap:0.617118838 cc_score:0.0 bp_score:0.0504852 mf_score:0.0
6270	CC:  | BP: tripeptide transport | MF:tripeptide transporter activity	CC_def:  | BP_def: The directed movement of a tripeptide, a compound containing three amino acids linked together by peptide bonds, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. | MF_def:Enables the directed movement of a tripeptide, a compound containing three amino acids linked together by peptide bonds, into, out of or within a cell, or between cells.	robustness:0 density:0 bootstrap:0.82325982 cc_score:0.0 bp_score:0.233232 mf_score:0.443694
8048	CC: lateral element | BP: meiotic recombination checkpoint | MF:SUMO polymer binding	CC_def: A proteinaceous core found between sister chromatids during meiotic prophase. | BP_def: A checkpoint that acts during late prophase I (pachytene) and prevents segregation of homologous chromosomes until recombination is completed, ensuring proper distribution of the genetic material to the gametes. | MF_def:Interacting selectively and non-covalently with a polymer of the small ubiquitin-like protein SUMO.	robustness:5.21321893734996 density:1 bootstrap:0.75054458 cc_score:0.444926 bp_score:0.337175 mf_score:0.224093
9198	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.5693982392322 density:0.0454545454545455 bootstrap:0.328983571 cc_score:0.0 bp_score:0.0100647 mf_score:0.0
7384	CC:  | BP:  | MF:phosphoribosylformylglycinamidine cyclo-ligase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: 2-(formamido)-N(1)-(5-phospho-D-ribosyl)acetamidine + ATP = 5-amino-1-(5-phospho-D-ribosyl)imidazole + ADP + 2 H(+) + phosphate.	robustness:3.74016053570474 density:1 bootstrap:0.77264263 cc_score:0.0 bp_score:0.0850489 mf_score:0.297149
8114	CC:  | BP: inositol biosynthetic process | MF:inositol-3-phosphate synthase activity	CC_def:  | BP_def: The chemical reactions and pathways resulting in the formation of inositol, 1,2,3,4,5,6-cyclohexanehexol, a growth factor for animals and microorganisms. | MF_def:Catalysis of the reaction: D-glucose 6-phosphate = 1D-myo-inositol 3-phosphate. This reaction requires NAD, which dehydrogenates the CHOH group to CO at C-5 of the glucose 6-phosphate, making C-6 into an active methylene, able to condense with the aldehyde at C-1. Finally, the enzyme-bound NADH reconverts C-5 into the CHOH form.	robustness:1.96717030363013 density:1 bootstrap:0.64121809 cc_score:0.0 bp_score:0.294307 mf_score:0.443665
7107	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.571496279 cc_score:0.0 bp_score:0.0 mf_score:0.0
9105	CC: U6 snRNP | BP:  | MF:	CC_def: A ribonucleoprotein complex that contains small nuclear RNA U6. | BP_def:  | MF_def:	robustness:10.161605894509 density:1 bootstrap:0.81471013 cc_score:0.684275 bp_score:0.0821971 mf_score:0.0
6731	CC:  | BP:  | MF:phosphogluconate dehydrogenase (decarboxylating) activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: 6-phospho-D-gluconate + NADP+ = D-ribulose 5-phosphate + CO2 + NADPH + H+.	robustness:3.69814527346953 density:1 bootstrap:0.7553811 cc_score:0.0 bp_score:0.0 mf_score:0.219311
9039	CC: nuclear cap binding complex | BP:  | MF:RNA cap binding	CC_def: A conserved heterodimeric protein complex that binds to the 5' terminal cap structure m7G(5')ppp(5')N of nascent eukaryotic RNA polymerase II transcripts such as pre-mRNA and U snRNA. The consists of proteins known as CBP20 and CBP80, binds to cap structures in the nucleus, and is involved in pre-mRNA splicing, 3'-end formation, and RNA nuclear export. | BP_def:  | MF_def:Interacting selectively and non-covalently with a 7-methylguanosine (m7G) group or derivative located at the 5' end of an RNA molecule.	robustness:2.33750586547842 density:1 bootstrap:0.90537243 cc_score:0.88327 bp_score:0.0 mf_score:0.292059
9017	CC:  | BP: coenzyme transport | MF:4-hydroxybenzoate octaprenyltransferase activity	CC_def:  | BP_def: The directed movement of a coenzyme into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. A coenzyme is any of various nonprotein organic cofactors that are required, in addition to an enzyme and a substrate, for an enzymatic reaction to proceed. | MF_def:Catalysis of the reaction: farnesylfarnesylgeranyl diphosphate + p-hydroxybenzoate = 3-octaprenyl-4-hydroxybenzoate + diphosphate.	robustness:3.42513504024315 density:0.266666666666667 bootstrap:0.69243684 cc_score:0.0 bp_score:0.118272 mf_score:0.136113
8790	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.45829750656686 density:0.142857142857143 bootstrap:0.194310398 cc_score:0.0 bp_score:0.0112652 mf_score:0.0
6758	CC:  | BP:  | MF:oxidoreductase activity, acting on a sulfur group of donors, NAD or NADP as acceptor	CC_def:  | BP_def:  | MF_def:Catalysis of an oxidation-reduction (redox) reaction in which a sulfur-containing group acts as a hydrogen or electron donor and reduces NAD or NADP.	robustness:1.45085314457133 density:0.0666666666666667 bootstrap:0.62953795 cc_score:0.0 bp_score:0.0966591 mf_score:0.108635
8835	CC:  | BP: regulation of G-protein coupled receptor protein signaling pathway | MF:peptide-methionine (R)-S-oxide reductase activity	CC_def:  | BP_def: Any process that modulates the frequency, rate or extent of G-protein coupled receptor protein signaling pathway activity. | MF_def:Catalysis of the reaction: L-methionine residue + H(2)O + thioredoxin disulfide = L-methionine (R)-S-oxide residue + thioredoxin.	robustness:2.85525224018809 density:1 bootstrap:0.450284649 cc_score:0.0 bp_score:0.12585 mf_score:0.296893
8838	CC:  | BP: cis assembly of pre-catalytic spliceosome | MF:	CC_def:  | BP_def: Assembly of a spliceosomal complex containing the intact pre-mRNA and all of the spliceosomal snRNPs. This occurs when the tri-snRNP associates with the pre-mRNA and associated snRNPs in an ATP-dependent manner. | MF_def:	robustness:5.68017247617868 density:0.666666666666667 bootstrap:0.616259503 cc_score:0.0 bp_score:0.1235 mf_score:0.0655563
6523	CC:  | BP: late endosome to vacuole transport via multivesicular body sorting pathway | MF:	CC_def:  | BP_def: The directed movement of substances from endosomes to vacuoles by a pathway in which molecules are sorted into multivesicular bodies, which then fuse with the vacuole. | MF_def:	robustness:3.54390142227721 density:0.5 bootstrap:0.83092349 cc_score:0.0 bp_score:0.122111 mf_score:0.0
5226	CC:  | BP: biotin biosynthetic process | MF:dethiobiotin synthase activity	CC_def:  | BP_def: The chemical reactions and pathways resulting in the formation of biotin, cis-tetrahydro-2-oxothieno(3,4-d)imidazoline-4-valeric acid. | MF_def:Catalysis of the reaction: 7,8-diaminononanoate + ATP + CO(2) = ADP + dethiobiotin + 4 H(+) + phosphate.	robustness:3.11767111472664 density:0.666666666666667 bootstrap:0.88579564 cc_score:0.0 bp_score:0.242997 mf_score:0.320217
5958	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.78907704 cc_score:0.0 bp_score:0.0 mf_score:0.0
6378	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.29134913296349 density:0.666666666666667 bootstrap:0.47847084 cc_score:0.0 bp_score:0.0 mf_score:0.0
6381	CC:  | BP: urea metabolic process | MF:ornithine carbamoyltransferase activity	CC_def:  | BP_def: The chemical reactions and pathways involving urea, the water soluble compound O=C-(NH2)2. | MF_def:Catalysis of the reaction: carbamoyl phosphate + L-ornithine = phosphate + L-citrulline.	robustness:1.78494931363511 density:0.2 bootstrap:0.384966417 cc_score:0.0 bp_score:0.205906 mf_score:0.136519
9815	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.7082621120403 density:0.0718954248366013 bootstrap:0.250896526 cc_score:0.0 bp_score:0.0270386 mf_score:0.0
8999	CC:  | BP: negative regulation of histone H3-K9 acetylation | MF:histone methyltransferase activity (H3-K36 specific)	CC_def:  | BP_def: Any process that stops, prevents or reduces the frequency, rate or extent of histone H3-K9 acetylation. | MF_def:Catalysis of the reaction: S-adenosyl-L-methionine + histone H3 L-lysine (position 36) = S-adenosyl-L-homocysteine + histone H3 N6-methyl-L-lysine (position 36). This reaction is the addition of a methyl group onto lysine at position 36 of the histone H3 protein.	robustness:3.80857459149098 density:0.5 bootstrap:0.58830595 cc_score:0.0 bp_score:0.16791 mf_score:0.214926
8338	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.53995569202073 density:0.138888888888889 bootstrap:0.370827356 cc_score:0.0 bp_score:0.0 mf_score:0.0
6462	CC: integral to cytosolic side of endoplasmic reticulum membrane | BP: vesicle fusion with endoplasmic reticulum | MF:	CC_def: Penetrating at least one phospholipid bilayer of the endoplasmic reticulum membrane, with the bulk of the gene product located on the side that faces the cytosol. | BP_def: The joining of the lipid bilayer membrane around a vesicle to the lipid bilayer membrane around the endoplasmic reticulum. | MF_def:	robustness:5.48690864390474 density:1 bootstrap:0.83141915 cc_score:0.219648 bp_score:0.528274 mf_score:0.0
8116	CC: PAS complex | BP: positive regulation of kinase activity | MF:phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity	CC_def: A protein complex that contains a phosphatidylinositol-3-phosphate 5-kinase subunit (Fab1p in yeast; PIKfyve in mammals), a kinase activator, and a phosphatase, and may also contain additional proteins; it is involved in regulating the synthesis and turnover of phosphatidylinositol 3,5-bisphosphate. In mammals the complex is composed of PIKFYVE, FIG4 and VAC14. In yeast it is composed of Atg18p, Fig4p, Fab1p, Vac14p and Vac7p. | BP_def: Any process that activates or increases the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule. | MF_def:Catalysis of the reaction: phosphatidylinositol-3,5-bisphosphate + H2O = phosphatidylinositol-3-phosphate + orthophosphate.	robustness:6.4596729361221 density:0.9 bootstrap:0.80220441 cc_score:0.451156 bp_score:0.127947 mf_score:0.100064
